State,State Abbreviation,County,County Population
Minnesota,MN,Anoka,347431.0
Minnesota,MN,Stearns,156819.0
Minnesota,MN,Lincoln,5707.0
Minnesota,MN,Marshall,9392.0
Minnesota,MN,Mille Lacs,25728.0
Minnesota,MN,Washington,253317.0
Minnesota,MN,Carlton,35540.0
Minnesota,MN,Kanabec,16004.0
Minnesota,MN,Koochiching,12644.0
Minnesota,MN,Red Lake,4008.0
Minnesota,MN,Morrison,32949.0
Minnesota,MN,Rice,65765.0
Minnesota,MN,Steele,36676.0
Minnesota,MN,Aitkin,15834.0
Minnesota,MN,Faribault,13896.0
Minnesota,MN,Murray,8353.0
Minnesota,MN,Kandiyohi,42658.0
Minnesota,MN,Lake,10569.0
Minnesota,MN,Rock,9413.0
Minnesota,MN,Sibley,14912.0
Minnesota,MN,Traverse,3337.0
Minnesota,MN,Becker,33773.0
Minnesota,MN,Hennepin,1235478.0
Minnesota,MN,Brown,25211.0
Minnesota,MN,Chippewa,12010.0
Minnesota,MN,Clearwater,8812.0
Minnesota,MN,Hubbard,20862.0
Minnesota,MN,Isanti,38974.0
Minnesota,MN,Martin,19964.0
Minnesota,MN,Mower,39602.0
Minnesota,MN,Pine,29129.0
Minnesota,MN,Olmsted,153065.0
Minnesota,MN,Wadena,13646.0
Minnesota,MN,Benton,39779.0
Minnesota,MN,Freeborn,30526.0
Minnesota,MN,McLeod,35825.0
Minnesota,MN,Pope,10980.0
Minnesota,MN,Stevens,9784.0
Minnesota,MN,Swift,9411.0
Minnesota,MN,Dakota,418201.0
Minnesota,MN,Lyon,25839.0
Minnesota,MN,Renville,14721.0
Minnesota,MN,Cook,5311.0
Minnesota,MN,Meeker,23079.0
Minnesota,MN,Pennington,14184.0
Minnesota,MN,Wilkin,6343.0
Minnesota,MN,Clay,62801.0
Minnesota,MN,Fillmore,20888.0
Minnesota,MN,Polk,31591.0
Minnesota,MN,Roseau,15462.0
Minnesota,MN,Watonwan,10973.0
Minnesota,MN,Big Stone,5016.0
Minnesota,MN,Cass,29022.0
Minnesota,MN,Goodhue,46217.0
Minnesota,MN,Jackson,10047.0
Minnesota,MN,Nobles,21839.0
Minnesota,MN,Sherburne,93231.0
Minnesota,MN,Carver,100416.0
Minnesota,MN,Itasca,45203.0
Minnesota,MN,Ramsey,541493.0
Minnesota,MN,Winona,50847.0
Texas,TX,Austin,29565.0
Texas,TX,Kenedy,595.0
Texas,TX,Nueces,360486.0
Texas,TX,Colorado,21022.0
Texas,TX,San Patricio,67046.0
Texas,TX,Rains,11473.0
Texas,TX,Randall,132475.0
Texas,TX,Real,3389.0
Texas,TX,San Saba,5962.0
Texas,TX,Schleicher,3061.0
Texas,TX,Sterling,1141.0
Texas,TX,Zavala,12131.0
Texas,TX,Calhoun,21807.0
Texas,TX,Carson,6032.0
Texas,TX,Foard,1408.0
Texas,TX,Freestone,19709.0
Texas,TX,Goliad,7531.0
Texas,TX,Hamilton,8269.0
Texas,TX,Hardeman,3952.0
Texas,TX,Mitchell,8558.0
Texas,TX,Briscoe,1546.0
Texas,TX,Lavaca,19941.0
Texas,TX,Terry,12615.0
Texas,TX,Jeff Davis,2234.0
Texas,TX,Webb,272053.0
Texas,TX,Jim Hogg,5282.0
Texas,TX,Montgomery,554445.0
Texas,TX,Dallam,7243.0
Texas,TX,Armstrong,1916.0
Texas,TX,Castro,7787.0
Texas,TX,Kleberg,31425.0
Texas,TX,Willacy,21754.0
Texas,TX,Crosby,5861.0
Texas,TX,Fisher,3883.0
Texas,TX,Duval,11355.0
Texas,TX,Blanco,11279.0
Texas,TX,Jasper,35504.0
Texas,TX,Kinney,3675.0
Texas,TX,Deaf Smith,18899.0
Texas,TX,Galveston,327089.0
Texas,TX,La Salle,7409.0
Texas,TX,Roberts,885.0
Texas,TX,Tyler,21496.0
Texas,TX,Wheeler,5482.0
Texas,TX,Bowie,93858.0
Texas,TX,Brewster,9216.0
Texas,TX,Kent,749.0
Texas,TX,Smith,225015.0
Texas,TX,Crockett,3633.0
Texas,TX,Hardin,56379.0
Texas,TX,Howard,36667.0
Texas,TX,Leon,17098.0
Texas,TX,Montague,19409.0
Texas,TX,Panola,23440.0
Texas,TX,Erath,41482.0
Texas,TX,Brazoria,353999.0
Texas,TX,Motley,1156.0
Texas,TX,Donley,3387.0
Texas,TX,Atascosa,48828.0
Texas,TX,Coleman,8391.0
Texas,TX,Nolan,14966.0
Texas,TX,Hudspeth,4098.0
Texas,TX,Medina,49334.0
Texas,TX,Ward,11586.0
Texas,TX,Henderson,80460.0
Texas,TX,Harrison,66645.0
Texas,TX,Menard,2123.0
Texas,TX,Lamar,49532.0
Texas,TX,Fayette,25066.0
Texas,TX,Williamson,527057.0
Texas,TX,Polk,47837.0
Texas,TX,Refugio,7236.0
Texas,TX,Caldwell,41401.0
Texas,TX,Wilbarger,12906.0
Texas,TX,Reagan,3752.0
Texas,TX,Hale,34113.0
Texas,TX,Shelby,25478.0
Texas,TX,Runnels,10310.0
Texas,TX,San Jacinto,27819.0
Texas,TX,Tom Green,117466.0
Texas,TX,Victoria,91970.0
Texas,TX,Waller,49987.0
Texas,TX,Wichita,131818.0
Texas,TX,Wilson,48198.0
Texas,TX,Hockley,23162.0
Texas,TX,Maverick,57970.0
Texas,TX,Fannin,34175.0
Texas,TX,Midland,164194.0
Texas,TX,Live Oak,12123.0
Texas,TX,Llano,20640.0
Texas,TX,Karnes,15387.0
Texas,TX,Brazos,219193.0
Texas,TX,Cass,30087.0
Texas,TX,Gaines,20321.0
Texas,TX,Gray,22685.0
Texas,TX,Madison,14128.0
Texas,TX,Jack,8842.0
Texas,TX,Kendall,41982.0
Texas,TX,Bosque,18122.0
Texas,TX,Bexar,1925865.0
Texas,TX,Bailey,7092.0
Texas,TX,Baylor,3591.0
Texas,TX,Cameron,421750.0
Texas,TX,Denton,807047.0
Texas,TX,Washington,34796.0
Texas,TX,Morris,12424.0
Texas,TX,Stephens,9372.0
Texas,TX,Harris,4602523.0
Texas,TX,Andrews,17818.0
Texas,TX,Gillespie,26208.0
Texas,TX,Gonzales,20667.0
Texas,TX,Lynn,5808.0
Texas,TX,Young,18114.0
Texas,TX,Zapata,14369.0
Texas,TX,Hood,56901.0
Texas,TX,Hopkins,36240.0
Texas,TX,Ochiltree,10348.0
Texas,TX,King,228.0
Texas,TX,Knox,3733.0
Texas,TX,McLennan,248429.0
Texas,TX,Cherokee,51903.0
Texas,TX,Concho,4233.0
Texas,TX,Delta,5215.0
Texas,TX,Edwards,2055.0
Texas,TX,Eastland,18270.0
Texas,TX,Jones,19891.0
Texas,TX,Reeves,15125.0
Texas,TX,Sabine,10458.0
Texas,TX,Sherman,3058.0
Texas,TX,Swisher,7484.0
Texas,TX,Hunt,92152.0
Texas,TX,Camp,12813.0
Texas,TX,Hansford,5547.0
Texas,TX,Guadalupe,155137.0
Texas,TX,Clay,10387.0
Texas,TX,Hill,35399.0
Texas,TX,Nacogdoches,65558.0
Texas,TX,Parmer,9852.0
Texas,TX,Presidio,7123.0
Texas,TX,Val Verde,49027.0
Texas,TX,Ector,158342.0
Texas,TX,Glasscock,1430.0
Texas,TX,Grimes,27630.0
Texas,TX,Collin,944350.0
Texas,TX,Angelina,87607.0
Texas,TX,Cottle,1623.0
Texas,TX,Hays,204150.0
Texas,TX,Rockwall,93642.0
Texas,TX,Lipscomb,3469.0
Texas,TX,Matagorda,36743.0
Texas,TX,Pecos,15797.0
Texas,TX,Rusk,53595.0
Texas,TX,Throckmorton,1567.0
Texas,TX,Walker,71539.0
Texas,TX,Wood,43815.0
Texas,TX,Aransas,24763.0
Texas,TX,Childress,7226.0
Texas,TX,Coke,3275.0
Texas,TX,Coryell,75389.0
Texas,TX,Hemphill,4061.0
Texas,TX,Moore,21801.0
Texas,TX,Navarro,48583.0
Texas,TX,San Augustine,8327.0
Texas,TX,Shackelford,3311.0
Texas,TX,Starr,63894.0
Texas,TX,Upton,3634.0
Texas,TX,Bastrop,82577.0
Texas,TX,Hall,3074.0
Texas,TX,Franklin,10679.0
Texas,TX,Frio,19394.0
Texas,TX,Lampasas,20640.0
Texas,TX,Mason,4161.0
Texas,TX,Dickens,2216.0
Texas,TX,Tarrant,2019977.0
Texas,TX,Anderson,57863.0
Texas,TX,Jackson,14820.0
Texas,TX,Milam,24664.0
Texas,TX,Comanche,13495.0
Texas,TX,Brooks,7180.0
Texas,TX,Titus,32730.0
Texas,TX,Liberty,81862.0
Texas,TX,Wise,64639.0
Texas,TX,Jim Wells,41192.0
Texas,TX,Dimmit,10663.0
Texas,TX,Fort Bend,739342.0
Texas,TX,Irion,1524.0
Texas,TX,Cooke,39571.0
Texas,TX,Dawson,12964.0
Texas,TX,Burleson,17863.0
Texas,TX,Jefferson,255210.0
Texas,TX,Oldham,2090.0
Texas,TX,El Paso,837654.0
Texas,TX,Terrell,862.0
Texas,TX,Uvalde,27009.0
Texas,TX,Archer,8789.0
Texas,TX,Hidalgo,849389.0
Texas,TX,Somervell,8743.0
Texas,TX,Haskell,5809.0
Texas,TX,Mills,4902.0
Texas,TX,Newton,14057.0
Texas,TX,Martin,5614.0
Texas,TX,Kimble,4408.0
Texas,TX,Van Zandt,54368.0
Texas,TX,Yoakum,8571.0
Texas,TX,Red River,12275.0
Texas,TX,Sutton,3865.0
Texas,TX,Upshur,40769.0
Texas,TX,Wharton,41551.0
Texas,TX,Borden,665.0
Texas,TX,Marion,10083.0
Texas,TX,Grayson,128560.0
Texas,TX,Palo Pinto,28317.0
Texas,TX,DeWitt,20435.0
Texas,TX,Callahan,13770.0
Texas,TX,Gregg,123494.0
Texas,TX,Lubbock,301454.0
Texas,TX,Kaufman,118910.0
Texas,TX,Floyd,5872.0
Texas,TX,Chambers,40292.0
Texas,TX,Bell,342236.0
Texas,TX,Hutchinson,21571.0
Texas,TX,Orange,84047.0
Texas,TX,Winkler,7802.0
Texas,TX,Burnet,45750.0
Texas,TX,Dallas,2586552.0
Texas,TX,McMullen,662.0
Texas,TX,Johnson,163475.0
Texas,TX,Hartley,5767.0
Texas,TX,Limestone,23515.0
Texas,TX,Parker,129802.0
Texas,TX,Culberson,2241.0
Texas,TX,Garza,6288.0
Texas,TX,Travis,1203166.0
Texas,TX,Collingsworth,2996.0
Texas,TX,Lamb,13262.0
Texas,TX,Loving,102.0
Texas,TX,Bandera,21763.0
Texas,TX,Robertson,16890.0
Texas,TX,Taylor,136348.0
Texas,TX,Trinity,14569.0
Texas,TX,Cochran,2904.0
Texas,TX,Comal,135097.0
Texas,TX,Houston,22955.0
Texas,TX,Potter,120899.0
Texas,TX,Scurry,17239.0
Texas,TX,Crane,4839.0
Texas,TX,Stonewall,1385.0
Texas,TX,Brown,37834.0
Texas,TX,Bee,32691.0
Texas,TX,McCulloch,8098.0
Texas,TX,Lee,16952.0
Texas,TX,Ellis,168838.0
Texas,TX,Kerr,51365.0
Texas,TX,Falls,17299.0
Utah,UT,Millard,12733.0
Utah,UT,Washington,160537.0
Utah,UT,Kane,7350.0
Utah,UT,Grand,9616.0
Utah,UT,Rich,2350.0
Utah,UT,Wasatch,30523.0
Utah,UT,Box Elder,53001.0
Utah,UT,Iron,49691.0
Utah,UT,Sevier,21118.0
Utah,UT,Weber,247731.0
Utah,UT,Duchesne,20219.0
Utah,UT,San Juan,15281.0
Utah,UT,Salt Lake,1120805.0
Utah,UT,Uintah,36323.0
Utah,UT,Daggett,612.0
Utah,UT,Davis,340621.0
Utah,UT,Wayne,2694.0
Utah,UT,Carbon,20356.0
Utah,UT,Emery,10248.0
Utah,UT,Morgan,11391.0
Utah,UT,Cache,122336.0
Utah,UT,Garfield,5017.0
Utah,UT,Juab,10948.0
Utah,UT,Tooele,65185.0
Utah,UT,Summit,40511.0
Utah,UT,Piute,1904.0
Utah,UT,Beaver,6443.0
Utah,UT,Sanpete,29366.0
Utah,UT,Utah,590440.0
Vermont,VT,Rutland,59273.0
Vermont,VT,Orleans,26911.0
Vermont,VT,Grand Isle,6965.0
Vermont,VT,Orange,28937.0
Vermont,VT,Chittenden,162052.0
Vermont,VT,Lamoille,25268.0
Vermont,VT,Windsor,55427.0
Vermont,VT,Caledonia,30425.0
Vermont,VT,Windham,43150.0
Vermont,VT,Addison,36939.0
Vermont,VT,Washington,58477.0
Vermont,VT,Franklin,49025.0
Vermont,VT,Bennington,35920.0
Vermont,VT,Essex,6208.0
Virginia,VA,Tazewell,42080.0
Virginia,VA,Falls Church city,14067.0
Virginia,VA,Manassas Park city,16423.0
Virginia,VA,Poquoson city,12039.0
Virginia,VA,Sussex,11486.0
Virginia,VA,Waynesboro city,21926.0
Virginia,VA,Roanoke city,99621.0
Virginia,VA,Salem city,25519.0
Virginia,VA,Norfolk city,245592.0
Virginia,VA,Charlotte,12095.0
Virginia,VA,Fairfax,1143529.0
Virginia,VA,Greensville,11659.0
Virginia,VA,James City,74153.0
Virginia,VA,Russell,27408.0
Virginia,VA,Smyth,31059.0
Virginia,VA,Lexington city,7110.0
Virginia,VA,Campbell,55170.0
Virginia,VA,Henry,51588.0
Virginia,VA,King George,25890.0
Virginia,VA,Lancaster,10804.0
Virginia,VA,Lee,24134.0
Virginia,VA,Mathews,8796.0
Virginia,VA,Middlesex,10700.0
Virginia,VA,Prince George,37894.0
Virginia,VA,Rockingham,79444.0
Virginia,VA,Scott,22009.0
Virginia,VA,Surry,6600.0
Virginia,VA,Appomattox,15577.0
Virginia,VA,Franklin,56233.0
Virginia,VA,King and Queen,7052.0
Virginia,VA,Montgomery,97997.0
Virginia,VA,New Kent,21103.0
Virginia,VA,Cumberland,9786.0
Virginia,VA,Goochland,22482.0
Virginia,VA,Halifax,34779.0
Virginia,VA,Madison,13139.0
Virginia,VA,Prince William,456749.0
Virginia,VA,Southampton,17939.0
Virginia,VA,Highland,2214.0
Virginia,VA,Brunswick,16665.0
Virginia,VA,Caroline,30184.0
Virginia,VA,Gloucester,37161.0
Virginia,VA,Northampton,11957.0
Virginia,VA,Patrick,17859.0
Virginia,VA,Powhatan,28574.0
Virginia,VA,Rockbridge,22509.0
Virginia,VA,Shenandoah,43045.0
Virginia,VA,Fauquier,69115.0
Virginia,VA,Charles City,6995.0
Virginia,VA,Culpeper,50450.0
Virginia,VA,Dinwiddie,28308.0
Virginia,VA,Greene,19410.0
Virginia,VA,Hanover,104449.0
Virginia,VA,Lunenburg,12278.0
Virginia,VA,Orange,35612.0
Virginia,VA,Harrisonburg city,53391.0
Virginia,VA,Emporia city,5381.0
Virginia,VA,Wythe,28940.0
Virginia,VA,Chesapeake city,237820.0
Virginia,VA,Albemarle,106355.0
Virginia,VA,Bedford,77908.0
Virginia,VA,Botetourt,33222.0
Virginia,VA,Wise,39025.0
Virginia,VA,Bristol city,16843.0
Virginia,VA,Portsmouth city,95311.0
Virginia,VA,Williamsburg city,14788.0
Virginia,VA,Alleghany,15286.0
Virginia,VA,Carroll,29738.0
Virginia,VA,Washington,54406.0
Virginia,VA,Northumberland,12223.0
Virginia,VA,Page,23749.0
Virginia,VA,Warren,39449.0
Virginia,VA,Alexandria city,156505.0
Virginia,VA,Fredericksburg city,28469.0
Virginia,VA,Hampton city,135583.0
Virginia,VA,Arlington,231803.0
Virginia,VA,Hopewell city,22408.0
Virginia,VA,Buchanan,22138.0
Virginia,VA,Frederick,85153.0
Virginia,VA,Stafford,144012.0
Virginia,VA,York,67587.0
Virginia,VA,Richmond city,223787.0
Virginia,VA,Nelson,14812.0
Virginia,VA,Pittsylvania,61676.0
Virginia,VA,Norton city,3990.0
Virginia,VA,Fluvanna,26282.0
Virginia,VA,Amelia,12854.0
Virginia,VA,Winchester city,27789.0
Virginia,VA,Accomack,32742.0
Virginia,VA,Floyd,15666.0
Virginia,VA,Grayson,15811.0
Virginia,VA,Nottoway,15500.0
Virginia,VA,Buena Vista city,6399.0
Virginia,VA,Petersburg city,31827.0
Virginia,VA,Fairfax city,23865.0
Virginia,VA,Manassas city,41457.0
Virginia,VA,Suffolk city,89160.0
Virginia,VA,Chesterfield,339447.0
Virginia,VA,Isle of Wight,36372.0
Virginia,VA,Franklin city,8211.0
Virginia,VA,Charlottesville city,47042.0
Virginia,VA,Henrico,325642.0
Virginia,VA,King William,16497.0
Virginia,VA,Louisa,35380.0
Virginia,VA,Prince Edward,22956.0
Virginia,VA,Richmond,8878.0
Virginia,VA,Spotsylvania,131412.0
Virginia,VA,Clarke,14365.0
Virginia,VA,Mecklenburg,30847.0
Virginia,VA,Augusta,74701.0
Virginia,VA,Dickenson,14960.0
Virginia,VA,Loudoun,385143.0
Virginia,VA,Roanoke,93583.0
Virginia,VA,Colonial Heights city,17593.0
Virginia,VA,Bland,6447.0
Virginia,VA,Buckingham,17004.0
Virginia,VA,Covington city,5582.0
Virginia,VA,Virginia Beach city,450135.0
Virginia,VA,Galax city,6638.0
Virginia,VA,Westmoreland,17638.0
Virginia,VA,Pulaski,34234.0
Virginia,VA,Danville city,41512.0
Virginia,VA,Amherst,31882.0
Virginia,VA,Bath,4393.0
Virginia,VA,Newport News city,180145.0
Virginia,VA,Lynchburg city,80131.0
Virginia,VA,Martinsville city,13101.0
Virginia,VA,Essex,11036.0
Virginia,VA,Staunton city,24452.0
Virginia,VA,Radford city,17630.0
Virginia,VA,Craig,5113.0
Virginia,VA,Giles,16814.0
Virginia,VA,Rappahannock,7332.0
West Virginia,WV,Harrison,68209.0
West Virginia,WV,Ohio,42547.0
West Virginia,WV,Calhoun,7396.0
West Virginia,WV,Morgan,17624.0
West Virginia,WV,Raleigh,76232.0
West Virginia,WV,Braxton,14282.0
West Virginia,WV,Barbour,16730.0
West Virginia,WV,McDowell,19217.0
West Virginia,WV,Wayne,40708.0
West Virginia,WV,Wyoming,21711.0
West Virginia,WV,Jackson,29018.0
West Virginia,WV,Mercer,60486.0
West Virginia,WV,Upshur,24605.0
West Virginia,WV,Webster,8518.0
West Virginia,WV,Berkeley,113495.0
West Virginia,WV,Fayette,44126.0
West Virginia,WV,Grant,11641.0
West Virginia,WV,Hampshire,23363.0
West Virginia,WV,Summers,13018.0
West Virginia,WV,Brooke,22772.0
West Virginia,WV,Doddridge,8536.0
West Virginia,WV,Mineral,27278.0
West Virginia,WV,Greenbrier,35347.0
West Virginia,WV,Hardy,13842.0
West Virginia,WV,Marion,56497.0
West Virginia,WV,Mingo,24741.0
West Virginia,WV,Hancock,29680.0
West Virginia,WV,Lewis,16276.0
West Virginia,WV,Nicholas,25324.0
West Virginia,WV,Pocahontas,8531.0
West Virginia,WV,Tyler,8909.0
West Virginia,WV,Randolph,29065.0
West Virginia,WV,Taylor,16951.0
West Virginia,WV,Wirt,5797.0
West Virginia,WV,Clay,8785.0
West Virginia,WV,Gilmer,8205.0
West Virginia,WV,Monongalia,105252.0
West Virginia,WV,Monroe,13467.0
West Virginia,WV,Wetzel,15614.0
West Virginia,WV,Cabell,95318.0
West Virginia,WV,Kanawha,185710.0
West Virginia,WV,Pendleton,7056.0
West Virginia,WV,Preston,33837.0
West Virginia,WV,Ritchie,9932.0
West Virginia,WV,Lincoln,21078.0
West Virginia,WV,Putnam,56652.0
West Virginia,WV,Boone,22817.0
West Virginia,WV,Marshall,31645.0
West Virginia,WV,Tucker,7027.0
West Virginia,WV,Pleasants,7507.0
West Virginia,WV,Roane,14205.0
West Virginia,WV,Wood,85556.0
West Virginia,WV,Mason,26939.0
West Virginia,WV,Jefferson,56179.0
West Virginia,WV,Logan,33801.0
Washington,WA,Kitsap,262475.0
Washington,WA,King,2163257.0
Washington,WA,Pend Oreille,13219.0
Washington,WA,San Juan,16473.0
Washington,WA,Whitman,48593.0
Washington,WA,Yakima,249325.0
Washington,WA,Cowlitz,105112.0
Washington,WA,Ferry,7576.0
Washington,WA,Lewis,76947.0
Washington,WA,Grays Harbor,71967.0
Washington,WA,Island,81636.0
Washington,WA,Wahkiakum,4189.0
Washington,WA,Franklin,90660.0
Washington,WA,Grant,94860.0
Washington,WA,Whatcom,216812.0
Washington,WA,Okanogan,41638.0
Washington,WA,Kittitas,44825.0
Washington,WA,Benton,194168.0
Washington,WA,Columbia,4001.0
Washington,WA,Asotin,22337.0
Washington,WA,Garfield,2224.0
Washington,WA,Mason,62627.0
Washington,WA,Stevens,44214.0
Washington,WA,Spokane,497875.0
Washington,WA,Chelan,75757.0
Washington,WA,Jefferson,30856.0
Washington,WA,Pacific,21281.0
Washington,WA,Skamania,11620.0
Washington,WA,Clallam,74487.0
Washington,WA,Klickitat,21396.0
Washington,WA,Douglas,41371.0
Washington,WA,Pierce,859840.0
Washington,WA,Walla Walla,60236.0
Washington,WA,Snohomish,786620.0
Washington,WA,Thurston,274684.0
Washington,WA,Clark,465384.0
Washington,WA,Adams,19452.0
Washington,WA,Skagit,123907.0
Washington,WA,Lincoln,10435.0
Wisconsin,WI,Rock,161769.0
Wisconsin,WI,Waushara,24116.0
Wisconsin,WI,Adams,20073.0
Wisconsin,WI,Bayfield,14992.0
Wisconsin,WI,Lafayette,16735.0
Wisconsin,WI,Monroe,45502.0
Wisconsin,WI,Pierce,41603.0
Wisconsin,WI,Wood,73274.0
Wisconsin,WI,Ashland,15712.0
Wisconsin,WI,Calumet,49807.0
Wisconsin,WI,Florence,4337.0
Wisconsin,WI,Clark,34491.0
Wisconsin,WI,Jefferson,84652.0
Wisconsin,WI,Kenosha,168330.0
Wisconsin,WI,Iron,5715.0
Wisconsin,WI,St. Croix,87917.0
Wisconsin,WI,Oconto,37556.0
Wisconsin,WI,Lincoln,27848.0
Wisconsin,WI,Waupaca,51444.0
Wisconsin,WI,Barron,45252.0
Wisconsin,WI,Sawyer,16370.0
Wisconsin,WI,Green Lake,18757.0
Wisconsin,WI,Marquette,15207.0
Wisconsin,WI,Marinette,40537.0
Wisconsin,WI,Racine,195398.0
Wisconsin,WI,Winnebago,169926.0
Wisconsin,WI,Forest,9018.0
Wisconsin,WI,Grant,51828.0
Wisconsin,WI,Rusk,14183.0
Wisconsin,WI,Sheboygan,115205.0
Wisconsin,WI,Langlade,19164.0
Wisconsin,WI,Outagamie,184754.0
Wisconsin,WI,Vernon,30516.0
Wisconsin,WI,Columbia,56954.0
Wisconsin,WI,Kewaunee,20360.0
Wisconsin,WI,Brown,259786.0
Wisconsin,WI,Marathon,135264.0
Wisconsin,WI,Oneida,35345.0
Wisconsin,WI,Trempealeau,29438.0
Wisconsin,WI,Washburn,15689.0
Wisconsin,WI,Dodge,87776.0
Wisconsin,WI,Walworth,103013.0
Wisconsin,WI,Crawford,16288.0
Wisconsin,WI,Manitowoc,79407.0
Wisconsin,WI,Sauk,63596.0
Wisconsin,WI,Burnett,15258.0
Wisconsin,WI,Chippewa,63635.0
Wisconsin,WI,Door,27439.0
Wisconsin,WI,Douglas,43402.0
Wisconsin,WI,Jackson,20506.0
Wisconsin,WI,Iowa,23620.0
Wisconsin,WI,Ozaukee,88284.0
Wisconsin,WI,Richland,17539.0
Wisconsin,WI,Taylor,20356.0
Wisconsin,WI,Price,13490.0
Wisconsin,WI,Milwaukee,954209.0
Wisconsin,WI,Dunn,44498.0
Wisconsin,WI,Green,36864.0
Wisconsin,WI,Shawano,41009.0
Wisconsin,WI,Menominee,4579.0
Wisconsin,WI,Buffalo,13167.0
Wisconsin,WI,La Crosse,117850.0
Wisconsin,WI,Eau Claire,102991.0
Wisconsin,WI,Polk,43349.0
Wisconsin,WI,Waukesha,398879.0
Wisconsin,WI,Vilas,21593.0
Wisconsin,WI,Juneau,26419.0
Wisconsin,WI,Washington,134535.0
Wisconsin,WI,Dane,529843.0
Wisconsin,WI,Fond du Lac,102315.0
Wisconsin,WI,Pepin,7262.0
Wisconsin,WI,Portage,70599.0
Wyoming,WY,Campbell,47708.0
Wyoming,WY,Johnson,8515.0
Wyoming,WY,Natrona,80610.0
Wyoming,WY,Converse,13997.0
Wyoming,WY,Niobrara,2448.0
Wyoming,WY,Teton,23059.0
Wyoming,WY,Sweetwater,44117.0
Wyoming,WY,Platte,8673.0
Wyoming,WY,Park,29121.0
Wyoming,WY,Sheridan,30012.0
Wyoming,WY,Big Horn,11901.0
Wyoming,WY,Crook,7410.0
Wyoming,WY,Albany,38102.0
Wyoming,WY,Carbon,15477.0
Wyoming,WY,Goshen,13438.0
Wyoming,WY,Uinta,20609.0
Wyoming,WY,Washakie,8129.0
Wyoming,WY,Hot Springs,4680.0
Wyoming,WY,Fremont,40076.0
Wyoming,WY,Sublette,9951.0
Wyoming,WY,Weston,7100.0
Wyoming,WY,Lincoln,19011.0
Wyoming,WY,Laramie,97692.0
Alabama,AL,Monroe,21512.0
Alabama,AL,Lawrence,33171.0
Alabama,AL,Lee,159287.0
Alabama,AL,Pickens,20298.0
Alabama,AL,Sumter,12985.0
Alabama,AL,Choctaw,13075.0
Alabama,AL,Marengo,19538.0
Alabama,AL,Russell,58213.0
Alabama,AL,Covington,37351.0
Alabama,AL,Crenshaw,13865.0
Alabama,AL,Lauderdale,92585.0
Alabama,AL,Lowndes,10236.0
Alabama,AL,Limestone,93052.0
Alabama,AL,St. Clair,87306.0
Alabama,AL,Winston,23875.0
Alabama,AL,Cullman,82313.0
Alabama,AL,Elmore,81212.0
Alabama,AL,Jackson,52094.0
Alabama,AL,Talladega,80565.0
Alabama,AL,Washington,16643.0
Alabama,AL,Coffee,51288.0
Alabama,AL,Morgan,119122.0
Alabama,AL,Chilton,43930.0
Alabama,AL,Colbert,54495.0
Alabama,AL,Dale,49255.0
Alabama,AL,Etowah,102939.0
Alabama,AL,DeKalb,71200.0
Alabama,AL,Lamar,13933.0
Alabama,AL,Randolph,22574.0
Alabama,AL,Mobile,414659.0
Alabama,AL,Walker,64493.0
Alabama,AL,Cleburne,14938.0
Alabama,AL,Greene,8426.0
Alabama,AL,Barbour,25782.0
Alabama,AL,Bullock,10352.0
Alabama,AL,Calhoun,115098.0
Alabama,AL,Clarke,24387.0
Alabama,AL,Montgomery,226941.0
Alabama,AL,Marshall,95145.0
Alabama,AL,Henry,17124.0
Alabama,AL,Madison,357560.0
Alabama,AL,Tallapoosa,40636.0
Alabama,AL,Wilcox,10809.0
Alabama,AL,Marion,29965.0
Alabama,AL,Jefferson,659892.0
Alabama,AL,Franklin,31542.0
Alabama,AL,Cherokee,25853.0
Alabama,AL,Dallas,40029.0
Alabama,AL,Macon,19054.0
Alabama,AL,Shelby,211261.0
Alabama,AL,Baldwin,208107.0
Alabama,AL,Houston,104352.0
Alabama,AL,Tuscaloosa,206213.0
Alabama,AL,Clay,13378.0
Alabama,AL,Pike,33403.0
Alabama,AL,Coosa,10855.0
Alabama,AL,Hale,14887.0
Alabama,AL,Escambia,37328.0
Alabama,AL,Butler,20025.0
Alabama,AL,Perry,9486.0
Alabama,AL,Conecuh,12514.0
Alabama,AL,Bibb,22527.0
Alabama,AL,Chambers,33826.0
Alabama,AL,Fayette,16585.0
Alabama,AL,Blount,57645.0
Alabama,AL,Autauga,55200.0
Alabama,AL,Geneva,26491.0
Alaska,AK,Aleutians West Census Area,5750.0
Alaska,AK,Denali Borough,2232.0
Alaska,AK,Kenai Peninsula Borough,58220.0
Alaska,AK,Bristol Bay Borough,890.0
Alaska,AK,Kodiak Island Borough,13649.0
Alaska,AK,Northwest Arctic Borough,7734.0
Alaska,AK,Bethel Census Area,18040.0
Alaska,AK,North Slope Borough,9797.0
Alaska,AK,Sitka City and Borough,8738.0
Alaska,AK,Fairbanks North Star Borough,99653.0
Alaska,AK,Ketchikan Gateway Borough,13804.0
Alaska,AK,Matanuska-Susitna Borough,103464.0
Alaska,AK,Nome Census Area,9925.0
Alaska,AK,Dillingham Census Area,4975.0
Alaska,AK,Haines Borough,2518.0
Alaska,AK,Yakutat City and Borough,689.0
Alaska,AK,Juneau City and Borough,32330.0
Alaska,AK,Lake and Peninsula Borough,1375.0
Alaska,AK,Southeast Fairbanks Census Area,6876.0
