Population,County,State,Abbreviation
156819.0,Stearns,Minnesota,MN
5707.0,Lincoln,Minnesota,MN
9392.0,Marshall,Minnesota,MN
25728.0,Mille Lacs,Minnesota,MN
253317.0,Washington,Minnesota,MN
35540.0,Carlton,Minnesota,MN
16004.0,Kanabec,Minnesota,MN
12644.0,Koochiching,Minnesota,MN
4008.0,Red Lake,Minnesota,MN
32949.0,Morrison,Minnesota,MN
65765.0,Rice,Minnesota,MN
36676.0,Steele,Minnesota,MN
15834.0,Aitkin,Minnesota,MN
13896.0,Faribault,Minnesota,MN
8353.0,Murray,Minnesota,MN
42658.0,Kandiyohi,Minnesota,MN
10569.0,Lake,Minnesota,MN
9413.0,Rock,Minnesota,MN
14912.0,Sibley,Minnesota,MN
3337.0,Traverse,Minnesota,MN
33773.0,Becker,Minnesota,MN
1235478.0,Hennepin,Minnesota,MN
25211.0,Brown,Minnesota,MN
12010.0,Chippewa,Minnesota,MN
8812.0,Clearwater,Minnesota,MN
20862.0,Hubbard,Minnesota,MN
38974.0,Isanti,Minnesota,MN
19964.0,Martin,Minnesota,MN
39602.0,Mower,Minnesota,MN
29129.0,Pine,Minnesota,MN
153065.0,Olmsted,Minnesota,MN
13646.0,Wadena,Minnesota,MN
39779.0,Benton,Minnesota,MN
30526.0,Freeborn,Minnesota,MN
35825.0,McLeod,Minnesota,MN
10980.0,Pope,Minnesota,MN
9784.0,Stevens,Minnesota,MN
9411.0,Swift,Minnesota,MN
418201.0,Dakota,Minnesota,MN
25839.0,Lyon,Minnesota,MN
14721.0,Renville,Minnesota,MN
5311.0,Cook,Minnesota,MN
23079.0,Meeker,Minnesota,MN
14184.0,Pennington,Minnesota,MN
6343.0,Wilkin,Minnesota,MN
62801.0,Clay,Minnesota,MN
20888.0,Fillmore,Minnesota,MN
31591.0,Polk,Minnesota,MN
15462.0,Roseau,Minnesota,MN
10973.0,Watonwan,Minnesota,MN
5016.0,Big Stone,Minnesota,MN
29022.0,Cass,Minnesota,MN
46217.0,Goodhue,Minnesota,MN
10047.0,Jackson,Minnesota,MN
21839.0,Nobles,Minnesota,MN
93231.0,Sherburne,Minnesota,MN
100416.0,Carver,Minnesota,MN
45203.0,Itasca,Minnesota,MN
541493.0,Ramsey,Minnesota,MN
50847.0,Winona,Minnesota,MN
29565.0,Austin,Texas,TX
595.0,Kenedy,Texas,TX
360486.0,Nueces,Texas,TX
21022.0,Colorado,Texas,TX
67046.0,San Patricio,Texas,TX
11473.0,Rains,Texas,TX
132475.0,Randall,Texas,TX
3389.0,Real,Texas,TX
5962.0,San Saba,Texas,TX
3061.0,Schleicher,Texas,TX
1141.0,Sterling,Texas,TX
12131.0,Zavala,Texas,TX
21807.0,Calhoun,Texas,TX
6032.0,Carson,Texas,TX
1408.0,Foard,Texas,TX
19709.0,Freestone,Texas,TX
7531.0,Goliad,Texas,TX
8269.0,Hamilton,Texas,TX
3952.0,Hardeman,Texas,TX
8558.0,Mitchell,Texas,TX
1546.0,Briscoe,Texas,TX
19941.0,Lavaca,Texas,TX
12615.0,Terry,Texas,TX
2234.0,Jeff Davis,Texas,TX
272053.0,Webb,Texas,TX
5282.0,Jim Hogg,Texas,TX
554445.0,Montgomery,Texas,TX
7243.0,Dallam,Texas,TX
1916.0,Armstrong,Texas,TX
7787.0,Castro,Texas,TX
31425.0,Kleberg,Texas,TX
21754.0,Willacy,Texas,TX
5861.0,Crosby,Texas,TX
3883.0,Fisher,Texas,TX
11355.0,Duval,Texas,TX
11279.0,Blanco,Texas,TX
35504.0,Jasper,Texas,TX
3675.0,Kinney,Texas,TX
18899.0,Deaf Smith,Texas,TX
327089.0,Galveston,Texas,TX
7409.0,La Salle,Texas,TX
885.0,Roberts,Texas,TX
21496.0,Tyler,Texas,TX
5482.0,Wheeler,Texas,TX
93858.0,Bowie,Texas,TX
9216.0,Brewster,Texas,TX
749.0,Kent,Texas,TX
225015.0,Smith,Texas,TX
3633.0,Crockett,Texas,TX
56379.0,Hardin,Texas,TX
36667.0,Howard,Texas,TX
17098.0,Leon,Texas,TX
19409.0,Montague,Texas,TX
23440.0,Panola,Texas,TX
41482.0,Erath,Texas,TX
353999.0,Brazoria,Texas,TX
1156.0,Motley,Texas,TX
3387.0,Donley,Texas,TX
48828.0,Atascosa,Texas,TX
8391.0,Coleman,Texas,TX
14966.0,Nolan,Texas,TX
4098.0,Hudspeth,Texas,TX
49334.0,Medina,Texas,TX
11586.0,Ward,Texas,TX
80460.0,Henderson,Texas,TX
66645.0,Harrison,Texas,TX
2123.0,Menard,Texas,TX
49532.0,Lamar,Texas,TX
25066.0,Fayette,Texas,TX
527057.0,Williamson,Texas,TX
47837.0,Polk,Texas,TX
7236.0,Refugio,Texas,TX
41401.0,Caldwell,Texas,TX
12906.0,Wilbarger,Texas,TX
3752.0,Reagan,Texas,TX
34113.0,Hale,Texas,TX
25478.0,Shelby,Texas,TX
10310.0,Runnels,Texas,TX
27819.0,San Jacinto,Texas,TX
117466.0,Tom Green,Texas,TX
91970.0,Victoria,Texas,TX
49987.0,Waller,Texas,TX
131818.0,Wichita,Texas,TX
48198.0,Wilson,Texas,TX
23162.0,Hockley,Texas,TX
57970.0,Maverick,Texas,TX
34175.0,Fannin,Texas,TX
164194.0,Midland,Texas,TX
12123.0,Live Oak,Texas,TX
20640.0,Llano,Texas,TX
15387.0,Karnes,Texas,TX
219193.0,Brazos,Texas,TX
30087.0,Cass,Texas,TX
20321.0,Gaines,Texas,TX
22685.0,Gray,Texas,TX
14128.0,Madison,Texas,TX
8842.0,Jack,Texas,TX
41982.0,Kendall,Texas,TX
18122.0,Bosque,Texas,TX
1925865.0,Bexar,Texas,TX
7092.0,Bailey,Texas,TX
3591.0,Baylor,Texas,TX
421750.0,Cameron,Texas,TX
807047.0,Denton,Texas,TX
34796.0,Washington,Texas,TX
12424.0,Morris,Texas,TX
9372.0,Stephens,Texas,TX
4602523.0,Harris,Texas,TX
17818.0,Andrews,Texas,TX
26208.0,Gillespie,Texas,TX
20667.0,Gonzales,Texas,TX
5808.0,Lynn,Texas,TX
18114.0,Young,Texas,TX
14369.0,Zapata,Texas,TX
56901.0,Hood,Texas,TX
36240.0,Hopkins,Texas,TX
10348.0,Ochiltree,Texas,TX
228.0,King,Texas,TX
3733.0,Knox,Texas,TX
248429.0,McLennan,Texas,TX
51903.0,Cherokee,Texas,TX
4233.0,Concho,Texas,TX
5215.0,Delta,Texas,TX
2055.0,Edwards,Texas,TX
18270.0,Eastland,Texas,TX
19891.0,Jones,Texas,TX
15125.0,Reeves,Texas,TX
10458.0,Sabine,Texas,TX
3058.0,Sherman,Texas,TX
7484.0,Swisher,Texas,TX
92152.0,Hunt,Texas,TX
12813.0,Camp,Texas,TX
5547.0,Hansford,Texas,TX
155137.0,Guadalupe,Texas,TX
10387.0,Clay,Texas,TX
35399.0,Hill,Texas,TX
65558.0,Nacogdoches,Texas,TX
9852.0,Parmer,Texas,TX
7123.0,Presidio,Texas,TX
49027.0,Val Verde,Texas,TX
158342.0,Ector,Texas,TX
1430.0,Glasscock,Texas,TX
27630.0,Grimes,Texas,TX
944350.0,Collin,Texas,TX
87607.0,Angelina,Texas,TX
1623.0,Cottle,Texas,TX
204150.0,Hays,Texas,TX
93642.0,Rockwall,Texas,TX
3469.0,Lipscomb,Texas,TX
36743.0,Matagorda,Texas,TX
15797.0,Pecos,Texas,TX
53595.0,Rusk,Texas,TX
1567.0,Throckmorton,Texas,TX
71539.0,Walker,Texas,TX
43815.0,Wood,Texas,TX
24763.0,Aransas,Texas,TX
7226.0,Childress,Texas,TX
3275.0,Coke,Texas,TX
75389.0,Coryell,Texas,TX
4061.0,Hemphill,Texas,TX
21801.0,Moore,Texas,TX
48583.0,Navarro,Texas,TX
8327.0,San Augustine,Texas,TX
3311.0,Shackelford,Texas,TX
63894.0,Starr,Texas,TX
3634.0,Upton,Texas,TX
82577.0,Bastrop,Texas,TX
3074.0,Hall,Texas,TX
10679.0,Franklin,Texas,TX
19394.0,Frio,Texas,TX
20640.0,Lampasas,Texas,TX
4161.0,Mason,Texas,TX
2216.0,Dickens,Texas,TX
2019977.0,Tarrant,Texas,TX
57863.0,Anderson,Texas,TX
14820.0,Jackson,Texas,TX
24664.0,Milam,Texas,TX
13495.0,Comanche,Texas,TX
7180.0,Brooks,Texas,TX
32730.0,Titus,Texas,TX
81862.0,Liberty,Texas,TX
64639.0,Wise,Texas,TX
41192.0,Jim Wells,Texas,TX
10663.0,Dimmit,Texas,TX
739342.0,Fort Bend,Texas,TX
1524.0,Irion,Texas,TX
39571.0,Cooke,Texas,TX
12964.0,Dawson,Texas,TX
17863.0,Burleson,Texas,TX
255210.0,Jefferson,Texas,TX
2090.0,Oldham,Texas,TX
837654.0,El Paso,Texas,TX
862.0,Terrell,Texas,TX
27009.0,Uvalde,Texas,TX
8789.0,Archer,Texas,TX
849389.0,Hidalgo,Texas,TX
8743.0,Somervell,Texas,TX
5809.0,Haskell,Texas,TX
4902.0,Mills,Texas,TX
14057.0,Newton,Texas,TX
5614.0,Martin,Texas,TX
4408.0,Kimble,Texas,TX
54368.0,Van Zandt,Texas,TX
8571.0,Yoakum,Texas,TX
12275.0,Red River,Texas,TX
3865.0,Sutton,Texas,TX
40769.0,Upshur,Texas,TX
41551.0,Wharton,Texas,TX
665.0,Borden,Texas,TX
10083.0,Marion,Texas,TX
128560.0,Grayson,Texas,TX
28317.0,Palo Pinto,Texas,TX
20435.0,DeWitt,Texas,TX
13770.0,Callahan,Texas,TX
123494.0,Gregg,Texas,TX
301454.0,Lubbock,Texas,TX
118910.0,Kaufman,Texas,TX
5872.0,Floyd,Texas,TX
40292.0,Chambers,Texas,TX
342236.0,Bell,Texas,TX
21571.0,Hutchinson,Texas,TX
84047.0,Orange,Texas,TX
7802.0,Winkler,Texas,TX
45750.0,Burnet,Texas,TX
2586552.0,Dallas,Texas,TX
662.0,McMullen,Texas,TX
163475.0,Johnson,Texas,TX
5767.0,Hartley,Texas,TX
23515.0,Limestone,Texas,TX
129802.0,Parker,Texas,TX
2241.0,Culberson,Texas,TX
6288.0,Garza,Texas,TX
1203166.0,Travis,Texas,TX
2996.0,Collingsworth,Texas,TX
13262.0,Lamb,Texas,TX
102.0,Loving,Texas,TX
21763.0,Bandera,Texas,TX
16890.0,Robertson,Texas,TX
136348.0,Taylor,Texas,TX
14569.0,Trinity,Texas,TX
2904.0,Cochran,Texas,TX
135097.0,Comal,Texas,TX
22955.0,Houston,Texas,TX
120899.0,Potter,Texas,TX
17239.0,Scurry,Texas,TX
4839.0,Crane,Texas,TX
1385.0,Stonewall,Texas,TX
37834.0,Brown,Texas,TX
32691.0,Bee,Texas,TX
8098.0,McCulloch,Texas,TX
16952.0,Lee,Texas,TX
168838.0,Ellis,Texas,TX
51365.0,Kerr,Texas,TX
17299.0,Falls,Texas,TX
12733.0,Millard,Utah,UT
160537.0,Washington,Utah,UT
7350.0,Kane,Utah,UT
9616.0,Grand,Utah,UT
2350.0,Rich,Utah,UT
30523.0,Wasatch,Utah,UT
53001.0,Box Elder,Utah,UT
49691.0,Iron,Utah,UT
21118.0,Sevier,Utah,UT
247731.0,Weber,Utah,UT
20219.0,Duchesne,Utah,UT
15281.0,San Juan,Utah,UT
1120805.0,Salt Lake,Utah,UT
36323.0,Uintah,Utah,UT
612.0,Daggett,Utah,UT
340621.0,Davis,Utah,UT
2694.0,Wayne,Utah,UT
20356.0,Carbon,Utah,UT
10248.0,Emery,Utah,UT
11391.0,Morgan,Utah,UT
122336.0,Cache,Utah,UT
5017.0,Garfield,Utah,UT
10948.0,Juab,Utah,UT
65185.0,Tooele,Utah,UT
40511.0,Summit,Utah,UT
1904.0,Piute,Utah,UT
6443.0,Beaver,Utah,UT
29366.0,Sanpete,Utah,UT
590440.0,Utah,Utah,UT
59273.0,Rutland,Vermont,VT
26911.0,Orleans,Vermont,VT
6965.0,Grand Isle,Vermont,VT
28937.0,Orange,Vermont,VT
162052.0,Chittenden,Vermont,VT
25268.0,Lamoille,Vermont,VT
55427.0,Windsor,Vermont,VT
30425.0,Caledonia,Vermont,VT
43150.0,Windham,Vermont,VT
36939.0,Addison,Vermont,VT
58477.0,Washington,Vermont,VT
49025.0,Franklin,Vermont,VT
35920.0,Bennington,Vermont,VT
6208.0,Essex,Vermont,VT
42080.0,Tazewell,Virginia,VA
14067.0,Falls Church city,Virginia,VA
16423.0,Manassas Park city,Virginia,VA
12039.0,Poquoson city,Virginia,VA
11486.0,Sussex,Virginia,VA
21926.0,Waynesboro city,Virginia,VA
99621.0,Roanoke city,Virginia,VA
25519.0,Salem city,Virginia,VA
245592.0,Norfolk city,Virginia,VA
12095.0,Charlotte,Virginia,VA
1143529.0,Fairfax,Virginia,VA
11659.0,Greensville,Virginia,VA
74153.0,James City,Virginia,VA
27408.0,Russell,Virginia,VA
31059.0,Smyth,Virginia,VA
7110.0,Lexington city,Virginia,VA
55170.0,Campbell,Virginia,VA
51588.0,Henry,Virginia,VA
25890.0,King George,Virginia,VA
10804.0,Lancaster,Virginia,VA
24134.0,Lee,Virginia,VA
8796.0,Mathews,Virginia,VA
10700.0,Middlesex,Virginia,VA
37894.0,Prince George,Virginia,VA
79444.0,Rockingham,Virginia,VA
22009.0,Scott,Virginia,VA
6600.0,Surry,Virginia,VA
15577.0,Appomattox,Virginia,VA
56233.0,Franklin,Virginia,VA
7052.0,King and Queen,Virginia,VA
97997.0,Montgomery,Virginia,VA
21103.0,New Kent,Virginia,VA
9786.0,Cumberland,Virginia,VA
22482.0,Goochland,Virginia,VA
34779.0,Halifax,Virginia,VA
13139.0,Madison,Virginia,VA
456749.0,Prince William,Virginia,VA
17939.0,Southampton,Virginia,VA
2214.0,Highland,Virginia,VA
16665.0,Brunswick,Virginia,VA
30184.0,Caroline,Virginia,VA
37161.0,Gloucester,Virginia,VA
11957.0,Northampton,Virginia,VA
17859.0,Patrick,Virginia,VA
28574.0,Powhatan,Virginia,VA
22509.0,Rockbridge,Virginia,VA
43045.0,Shenandoah,Virginia,VA
69115.0,Fauquier,Virginia,VA
6995.0,Charles City,Virginia,VA
50450.0,Culpeper,Virginia,VA
28308.0,Dinwiddie,Virginia,VA
19410.0,Greene,Virginia,VA
104449.0,Hanover,Virginia,VA
12278.0,Lunenburg,Virginia,VA
35612.0,Orange,Virginia,VA
53391.0,Harrisonburg city,Virginia,VA
5381.0,Emporia city,Virginia,VA
28940.0,Wythe,Virginia,VA
237820.0,Chesapeake city,Virginia,VA
106355.0,Albemarle,Virginia,VA
77908.0,Bedford,Virginia,VA
33222.0,Botetourt,Virginia,VA
39025.0,Wise,Virginia,VA
16843.0,Bristol city,Virginia,VA
95311.0,Portsmouth city,Virginia,VA
14788.0,Williamsburg city,Virginia,VA
15286.0,Alleghany,Virginia,VA
29738.0,Carroll,Virginia,VA
54406.0,Washington,Virginia,VA
12223.0,Northumberland,Virginia,VA
23749.0,Page,Virginia,VA
39449.0,Warren,Virginia,VA
156505.0,Alexandria city,Virginia,VA
28469.0,Fredericksburg city,Virginia,VA
135583.0,Hampton city,Virginia,VA
231803.0,Arlington,Virginia,VA
22408.0,Hopewell city,Virginia,VA
22138.0,Buchanan,Virginia,VA
85153.0,Frederick,Virginia,VA
144012.0,Stafford,Virginia,VA
67587.0,York,Virginia,VA
223787.0,Richmond city,Virginia,VA
14812.0,Nelson,Virginia,VA
61676.0,Pittsylvania,Virginia,VA
3990.0,Norton city,Virginia,VA
26282.0,Fluvanna,Virginia,VA
12854.0,Amelia,Virginia,VA
27789.0,Winchester city,Virginia,VA
32742.0,Accomack,Virginia,VA
15666.0,Floyd,Virginia,VA
15811.0,Grayson,Virginia,VA
15500.0,Nottoway,Virginia,VA
6399.0,Buena Vista city,Virginia,VA
31827.0,Petersburg city,Virginia,VA
23865.0,Fairfax city,Virginia,VA
41457.0,Manassas city,Virginia,VA
89160.0,Suffolk city,Virginia,VA
339447.0,Chesterfield,Virginia,VA
36372.0,Isle of Wight,Virginia,VA
8211.0,Franklin city,Virginia,VA
47042.0,Charlottesville city,Virginia,VA
325642.0,Henrico,Virginia,VA
16497.0,King William,Virginia,VA
35380.0,Louisa,Virginia,VA
22956.0,Prince Edward,Virginia,VA
8878.0,Richmond,Virginia,VA
131412.0,Spotsylvania,Virginia,VA
14365.0,Clarke,Virginia,VA
30847.0,Mecklenburg,Virginia,VA
74701.0,Augusta,Virginia,VA
14960.0,Dickenson,Virginia,VA
385143.0,Loudoun,Virginia,VA
93583.0,Roanoke,Virginia,VA
17593.0,Colonial Heights city,Virginia,VA
6447.0,Bland,Virginia,VA
17004.0,Buckingham,Virginia,VA
5582.0,Covington city,Virginia,VA
450135.0,Virginia Beach city,Virginia,VA
6638.0,Galax city,Virginia,VA
17638.0,Westmoreland,Virginia,VA
34234.0,Pulaski,Virginia,VA
41512.0,Danville city,Virginia,VA
31882.0,Amherst,Virginia,VA
4393.0,Bath,Virginia,VA
180145.0,Newport News city,Virginia,VA
80131.0,Lynchburg city,Virginia,VA
13101.0,Martinsville city,Virginia,VA
11036.0,Essex,Virginia,VA
24452.0,Staunton city,Virginia,VA
17630.0,Radford city,Virginia,VA
5113.0,Craig,Virginia,VA
16814.0,Giles,Virginia,VA
7332.0,Rappahannock,Virginia,VA
68209.0,Harrison,West Virginia,WV
42547.0,Ohio,West Virginia,WV
7396.0,Calhoun,West Virginia,WV
17624.0,Morgan,West Virginia,WV
76232.0,Raleigh,West Virginia,WV
14282.0,Braxton,West Virginia,WV
16730.0,Barbour,West Virginia,WV
19217.0,McDowell,West Virginia,WV
40708.0,Wayne,West Virginia,WV
21711.0,Wyoming,West Virginia,WV
29018.0,Jackson,West Virginia,WV
60486.0,Mercer,West Virginia,WV
24605.0,Upshur,West Virginia,WV
8518.0,Webster,West Virginia,WV
113495.0,Berkeley,West Virginia,WV
44126.0,Fayette,West Virginia,WV
11641.0,Grant,West Virginia,WV
23363.0,Hampshire,West Virginia,WV
13018.0,Summers,West Virginia,WV
22772.0,Brooke,West Virginia,WV
8536.0,Doddridge,West Virginia,WV
27278.0,Mineral,West Virginia,WV
35347.0,Greenbrier,West Virginia,WV
13842.0,Hardy,West Virginia,WV
56497.0,Marion,West Virginia,WV
24741.0,Mingo,West Virginia,WV
29680.0,Hancock,West Virginia,WV
16276.0,Lewis,West Virginia,WV
25324.0,Nicholas,West Virginia,WV
8531.0,Pocahontas,West Virginia,WV
8909.0,Tyler,West Virginia,WV
29065.0,Randolph,West Virginia,WV
16951.0,Taylor,West Virginia,WV
5797.0,Wirt,West Virginia,WV
8785.0,Clay,West Virginia,WV
8205.0,Gilmer,West Virginia,WV
105252.0,Monongalia,West Virginia,WV
13467.0,Monroe,West Virginia,WV
15614.0,Wetzel,West Virginia,WV
95318.0,Cabell,West Virginia,WV
185710.0,Kanawha,West Virginia,WV
7056.0,Pendleton,West Virginia,WV
33837.0,Preston,West Virginia,WV
9932.0,Ritchie,West Virginia,WV
21078.0,Lincoln,West Virginia,WV
56652.0,Putnam,West Virginia,WV
22817.0,Boone,West Virginia,WV
31645.0,Marshall,West Virginia,WV
7027.0,Tucker,West Virginia,WV
7507.0,Pleasants,West Virginia,WV
14205.0,Roane,West Virginia,WV
85556.0,Wood,West Virginia,WV
26939.0,Mason,West Virginia,WV
56179.0,Jefferson,West Virginia,WV
33801.0,Logan,West Virginia,WV
262475.0,Kitsap,Washington,WA
2163257.0,King,Washington,WA
13219.0,Pend Oreille,Washington,WA
16473.0,San Juan,Washington,WA
48593.0,Whitman,Washington,WA
249325.0,Yakima,Washington,WA
105112.0,Cowlitz,Washington,WA
7576.0,Ferry,Washington,WA
76947.0,Lewis,Washington,WA
71967.0,Grays Harbor,Washington,WA
81636.0,Island,Washington,WA
4189.0,Wahkiakum,Washington,WA
90660.0,Franklin,Washington,WA
94860.0,Grant,Washington,WA
216812.0,Whatcom,Washington,WA
41638.0,Okanogan,Washington,WA
44825.0,Kittitas,Washington,WA
194168.0,Benton,Washington,WA
4001.0,Columbia,Washington,WA
22337.0,Asotin,Washington,WA
2224.0,Garfield,Washington,WA
62627.0,Mason,Washington,WA
44214.0,Stevens,Washington,WA
497875.0,Spokane,Washington,WA
75757.0,Chelan,Washington,WA
30856.0,Jefferson,Washington,WA
21281.0,Pacific,Washington,WA
11620.0,Skamania,Washington,WA
74487.0,Clallam,Washington,WA
21396.0,Klickitat,Washington,WA
41371.0,Douglas,Washington,WA
859840.0,Pierce,Washington,WA
60236.0,Walla Walla,Washington,WA
786620.0,Snohomish,Washington,WA
274684.0,Thurston,Washington,WA
465384.0,Clark,Washington,WA
19452.0,Adams,Washington,WA
123907.0,Skagit,Washington,WA
10435.0,Lincoln,Washington,WA
161769.0,Rock,Wisconsin,WI
24116.0,Waushara,Wisconsin,WI
20073.0,Adams,Wisconsin,WI
14992.0,Bayfield,Wisconsin,WI
16735.0,Lafayette,Wisconsin,WI
45502.0,Monroe,Wisconsin,WI
41603.0,Pierce,Wisconsin,WI
73274.0,Wood,Wisconsin,WI
15712.0,Ashland,Wisconsin,WI
49807.0,Calumet,Wisconsin,WI
4337.0,Florence,Wisconsin,WI
34491.0,Clark,Wisconsin,WI
84652.0,Jefferson,Wisconsin,WI
168330.0,Kenosha,Wisconsin,WI
5715.0,Iron,Wisconsin,WI
87917.0,St. Croix,Wisconsin,WI
37556.0,Oconto,Wisconsin,WI
27848.0,Lincoln,Wisconsin,WI
51444.0,Waupaca,Wisconsin,WI
45252.0,Barron,Wisconsin,WI
16370.0,Sawyer,Wisconsin,WI
18757.0,Green Lake,Wisconsin,WI
15207.0,Marquette,Wisconsin,WI
40537.0,Marinette,Wisconsin,WI
195398.0,Racine,Wisconsin,WI
169926.0,Winnebago,Wisconsin,WI
9018.0,Forest,Wisconsin,WI
51828.0,Grant,Wisconsin,WI
14183.0,Rusk,Wisconsin,WI
115205.0,Sheboygan,Wisconsin,WI
19164.0,Langlade,Wisconsin,WI
184754.0,Outagamie,Wisconsin,WI
30516.0,Vernon,Wisconsin,WI
56954.0,Columbia,Wisconsin,WI
20360.0,Kewaunee,Wisconsin,WI
259786.0,Brown,Wisconsin,WI
135264.0,Marathon,Wisconsin,WI
35345.0,Oneida,Wisconsin,WI
29438.0,Trempealeau,Wisconsin,WI
15689.0,Washburn,Wisconsin,WI
87776.0,Dodge,Wisconsin,WI
103013.0,Walworth,Wisconsin,WI
16288.0,Crawford,Wisconsin,WI
79407.0,Manitowoc,Wisconsin,WI
63596.0,Sauk,Wisconsin,WI
15258.0,Burnett,Wisconsin,WI
63635.0,Chippewa,Wisconsin,WI
27439.0,Door,Wisconsin,WI
43402.0,Douglas,Wisconsin,WI
20506.0,Jackson,Wisconsin,WI
23620.0,Iowa,Wisconsin,WI
88284.0,Ozaukee,Wisconsin,WI
17539.0,Richland,Wisconsin,WI
20356.0,Taylor,Wisconsin,WI
13490.0,Price,Wisconsin,WI
954209.0,Milwaukee,Wisconsin,WI
44498.0,Dunn,Wisconsin,WI
36864.0,Green,Wisconsin,WI
41009.0,Shawano,Wisconsin,WI
4579.0,Menominee,Wisconsin,WI
13167.0,Buffalo,Wisconsin,WI
117850.0,La Crosse,Wisconsin,WI
102991.0,Eau Claire,Wisconsin,WI
43349.0,Polk,Wisconsin,WI
398879.0,Waukesha,Wisconsin,WI
21593.0,Vilas,Wisconsin,WI
26419.0,Juneau,Wisconsin,WI
134535.0,Washington,Wisconsin,WI
529843.0,Dane,Wisconsin,WI
102315.0,Fond du Lac,Wisconsin,WI
7262.0,Pepin,Wisconsin,WI
70599.0,Portage,Wisconsin,WI
47708.0,Campbell,Wyoming,WY
8515.0,Johnson,Wyoming,WY
80610.0,Natrona,Wyoming,WY
13997.0,Converse,Wyoming,WY
2448.0,Niobrara,Wyoming,WY
23059.0,Teton,Wyoming,WY
44117.0,Sweetwater,Wyoming,WY
8673.0,Platte,Wyoming,WY
29121.0,Park,Wyoming,WY
30012.0,Sheridan,Wyoming,WY
11901.0,Big Horn,Wyoming,WY
7410.0,Crook,Wyoming,WY
38102.0,Albany,Wyoming,WY
15477.0,Carbon,Wyoming,WY
13438.0,Goshen,Wyoming,WY
20609.0,Uinta,Wyoming,WY
8129.0,Washakie,Wyoming,WY
4680.0,Hot Springs,Wyoming,WY
40076.0,Fremont,Wyoming,WY
9951.0,Sublette,Wyoming,WY
7100.0,Weston,Wyoming,WY
19011.0,Lincoln,Wyoming,WY
97692.0,Laramie,Wyoming,WY
21512.0,Monroe,Alabama,AL
33171.0,Lawrence,Alabama,AL
159287.0,Lee,Alabama,AL
20298.0,Pickens,Alabama,AL
12985.0,Sumter,Alabama,AL
13075.0,Choctaw,Alabama,AL
19538.0,Marengo,Alabama,AL
58213.0,Russell,Alabama,AL
37351.0,Covington,Alabama,AL
13865.0,Crenshaw,Alabama,AL
92585.0,Lauderdale,Alabama,AL
10236.0,Lowndes,Alabama,AL
93052.0,Limestone,Alabama,AL
87306.0,St. Clair,Alabama,AL
23875.0,Winston,Alabama,AL
82313.0,Cullman,Alabama,AL
81212.0,Elmore,Alabama,AL
52094.0,Jackson,Alabama,AL
80565.0,Talladega,Alabama,AL
16643.0,Washington,Alabama,AL
51288.0,Coffee,Alabama,AL
119122.0,Morgan,Alabama,AL
43930.0,Chilton,Alabama,AL
54495.0,Colbert,Alabama,AL
49255.0,Dale,Alabama,AL
102939.0,Etowah,Alabama,AL
71200.0,DeKalb,Alabama,AL
13933.0,Lamar,Alabama,AL
22574.0,Randolph,Alabama,AL
414659.0,Mobile,Alabama,AL
64493.0,Walker,Alabama,AL
14938.0,Cleburne,Alabama,AL
8426.0,Greene,Alabama,AL
25782.0,Barbour,Alabama,AL
10352.0,Bullock,Alabama,AL
115098.0,Calhoun,Alabama,AL
24387.0,Clarke,Alabama,AL
226941.0,Montgomery,Alabama,AL
95145.0,Marshall,Alabama,AL
17124.0,Henry,Alabama,AL
357560.0,Madison,Alabama,AL
40636.0,Tallapoosa,Alabama,AL
10809.0,Wilcox,Alabama,AL
29965.0,Marion,Alabama,AL
659892.0,Jefferson,Alabama,AL
31542.0,Franklin,Alabama,AL
25853.0,Cherokee,Alabama,AL
40029.0,Dallas,Alabama,AL
19054.0,Macon,Alabama,AL
211261.0,Shelby,Alabama,AL
208107.0,Baldwin,Alabama,AL
104352.0,Houston,Alabama,AL
206213.0,Tuscaloosa,Alabama,AL
13378.0,Clay,Alabama,AL
33403.0,Pike,Alabama,AL
10855.0,Coosa,Alabama,AL
14887.0,Hale,Alabama,AL
37328.0,Escambia,Alabama,AL
20025.0,Butler,Alabama,AL
9486.0,Perry,Alabama,AL
12514.0,Conecuh,Alabama,AL
22527.0,Bibb,Alabama,AL
33826.0,Chambers,Alabama,AL
16585.0,Fayette,Alabama,AL
57645.0,Blount,Alabama,AL
55200.0,Autauga,Alabama,AL
26491.0,Geneva,Alabama,AL
5750.0,Aleutians West Census Area,Alaska,AK
2232.0,Denali Borough,Alaska,AK
58220.0,Kenai Peninsula Borough,Alaska,AK
890.0,Bristol Bay Borough,Alaska,AK
13649.0,Kodiak Island Borough,Alaska,AK
7734.0,Northwest Arctic Borough,Alaska,AK
18040.0,Bethel Census Area,Alaska,AK
9797.0,North Slope Borough,Alaska,AK
8738.0,Sitka City and Borough,Alaska,AK
99653.0,Fairbanks North Star Borough,Alaska,AK
13804.0,Ketchikan Gateway Borough,Alaska,AK
103464.0,Matanuska-Susitna Borough,Alaska,AK
9925.0,Nome Census Area,Alaska,AK
4975.0,Dillingham Census Area,Alaska,AK
2518.0,Haines Borough,Alaska,AK
689.0,Yakutat City and Borough,Alaska,AK
32330.0,Juneau City and Borough,Alaska,AK
1375.0,Lake and Peninsula Borough,Alaska,AK
6876.0,Southeast Fairbanks Census Area,Alaska,AK
